model,subject,run,accuracy,kappa,precision,recall,f1_score
tl,457,0,0.4444444444444444,0.23281832711774098,0.5452741702741702,0.5017352221653297,0.4358102215245072
tl,457,1,0.5833333333333334,0.3414634146341463,0.5182610307749351,0.5194572452636969,0.5171529619805483
tl,457,2,0.5972222222222222,0.3746630727762803,0.5752430061640588,0.5353018148717074,0.5372604291892937
tl,458,0,0.5694444444444444,0.33886255924170616,0.5194444444444445,0.5274531193184769,0.4947644947644947
tl,458,1,0.4305555555555556,0.18856514568444205,0.32545454545454544,0.5056360708534622,0.3885844748858447
tl,458,2,0.6388888888888888,0.4643776824034336,0.6556437389770723,0.6473689678458262,0.6362308298478512
tl,459,0,0.5833333333333334,0.3601895734597156,0.5356532356532356,0.5558485958485959,0.50267094017094
tl,459,1,0.5555555555555556,0.32155477031802127,0.5303030303030303,0.5377777777777778,0.5006105006105006
tl,459,2,0.5555555555555556,0.32055440872898844,0.5848339335734294,0.5342857142857143,0.4918406778871895
tl,460,0,0.3888888888888889,0.16146109052408697,0.300531914893617,0.4674603174603174,0.3320926385442515
tl,460,1,0.6527777777777778,0.4658753709198813,0.6449915824915825,0.6639846743295018,0.6493260473588341
tl,460,2,0.16666666666666666,-0.12941176470588234,0.17254901960784316,0.20476190476190478,0.1536293164200141
tl,461,0,0.6111111111111112,0.3913043478260869,0.5831856315727283,0.5802469135802468,0.5796387520525451
tl,461,1,0.5833333333333334,0.3460490463215259,0.499822757887274,0.508641975308642,0.5038535235256546
tl,461,2,0.7916666666666666,0.6685082872928176,0.7718487394957982,0.7395061728395063,0.7467045454545455
tl,500,0,0.3611111111111111,0.029308323563892125,0.36690244621279106,0.3465693804403482,0.3469281045751634
tl,500,1,0.5555555555555556,0.34933634566506644,0.5778256704980843,0.5873271889400922,0.5556882327399045
tl,500,2,0.5138888888888888,0.2903407490847648,0.5678298309877258,0.5448284690220174,0.5139601139601139
tl,501,0,0.5,0.2583690987124464,0.4863136863136863,0.5133779264214047,0.4717462008102402
tl,501,1,0.5,0.2532411408815902,0.559144072301967,0.5033444816053512,0.47701768933112215
tl,501,2,0.4861111111111111,0.22715404699738906,0.46296296296296297,0.4788182831661092,0.4684706243288848
tl,502,0,0.5277777777777778,0.30176839703365654,0.5476190476190476,0.5425999121651296,0.5189351817530333
tl,502,1,0.4722222222222222,0.19410898379970543,0.42931839402427635,0.46335334016493435,0.39806293574524215
tl,502,2,0.7083333333333334,0.5617391304347825,0.7324074074074073,0.7131703508515104,0.7153039832285115
tl,503,0,0.5,0.30546623794212224,0.39402427637721754,0.5797101449275363,0.43852813852813854
