subject,run,accuracy,kappa,precision,recall,f1_score
457,2,0.625,0.42536210464085134,0.5962413155395612,0.592478807532571,0.5896981511016599
458,0,0.8333333333333334,0.7482517482517482,0.832010582010582,0.852267414679757,0.8343036274070758
458,1,0.8611111111111112,0.7886083382266589,0.8572921331542022,0.873772791023843,0.8616161616161616
458,2,0.7638888888888888,0.6489819328936048,0.7709705753184014,0.798503973819542,0.7665299425758819
459,0,0.75,0.618711385701677,0.7648709315375982,0.7325763125763126,0.7280958213161602
459,1,0.7361111111111112,0.5976470588235294,0.753968253968254,0.7197557997557998,0.7168759816775432
459,2,0.7361111111111112,0.5976470588235294,0.7586580086580087,0.7177289377289376,0.7128299276287783
460,0,0.5138888888888888,0.28,0.5314889788573999,0.5279967159277504,0.5085978835978836
460,1,0.4722222222222222,0.21671915259089602,0.49222999222999225,0.4943349753694581,0.459117940125537
460,2,0.5277777777777778,0.2914616497829233,0.5273429951690821,0.5283524904214559,0.5172895368973801
461,0,0.7083333333333334,0.5380384967919339,0.6706349206349206,0.6567901234567901,0.6592814592814592
461,1,0.7638888888888888,0.619402985074627,0.78390522875817,0.6962962962962963,0.7005951331704902
461,2,0.7361111111111112,0.5754189944134078,0.7666666666666667,0.674074074074074,0.6793650793650793
500,0,0.6388888888888888,0.46953811277982427,0.7076193840899724,0.6770865335381465,0.6564029120420097
500,1,0.6388888888888888,0.4535901926444833,0.7261904761904763,0.6463645673323093,0.6396195721874599
500,2,0.6527777777777778,0.4899404930575233,0.726137902608491,0.6878392217101895,0.6700083542188805
501,0,0.625,0.439446366782007,0.7042735042735043,0.6321070234113711,0.6297075476598618
501,1,0.6666666666666666,0.5012987012987014,0.724867724867725,0.6739130434782608,0.6735437584223813
501,2,0.5833333333333334,0.3798449612403101,0.7077294685990339,0.5919732441471571,0.5811864512507018
502,0,0.5972222222222222,0.3974025974025974,0.6846491228070176,0.6081344849460791,0.6080975385323212
502,1,0.625,0.42890716803760287,0.7021116138763198,0.6214317083882301,0.6360970617755299
502,2,0.6527777777777778,0.47089947089947093,0.7028985507246377,0.6467818279412483,0.6586930549062386
503,0,0.875,0.8107476635514019,0.8773291925465839,0.880371217899822,0.8753794098621684
503,1,0.8888888888888888,0.8303387334315169,0.8934971838197644,0.8881006864988558,0.888492819926293
503,2,0.8611111111111112,0.7892888498683055,0.8670664667666167,0.8658784642766336,0.8624046649273295
504,0,0.7222222222222222,0.587746922416261,0.7542242703533026,0.7348950332821301,0.7232890654698402
504,1,0.6805555555555556,0.5287421741605008,0.7225378787878788,0.6967229902713773,0.6809566593933171
504,2,0.6388888888888888,0.46848381601362865,0.6777777777777777,0.6506912442396313,0.6360090702947846
505,0,0.5277777777777778,0.29655172413793096,0.5916666666666667,0.5259356853559752,0.5267173100710433
505,1,0.4722222222222222,0.21694333142530053,0.530982905982906,0.469282193919875,0.4813138135397272
505,2,0.5,0.25666762259822196,0.5534145805884937,0.49760893963792513,0.5051495016611296
506,0,0.6527777777777778,0.4897959183673469,0.7222222222222222,0.6921658986175115,0.675039246467818
506,1,0.6805555555555556,0.5216637781629115,0.725,0.7018433179723501,0.7004195804195804
506,2,0.7083333333333334,0.5549013835737415,0.7399999999999999,0.7123143881208397,0.7203464033489918
507,0,0.8055555555555556,0.7100949094046591,0.8130511463844797,0.812490628280102,0.8012370535633311
507,1,0.7083333333333334,0.57263990955342,0.7574074074074074,0.7217973709201778,0.6812527793659869
507,2,0.7083333333333334,0.5719139297848245,0.7452380952380953,0.7222722047283451,0.6882841005648023
508,0,0.5277777777777778,0.29166666666666663,0.5370370370370371,0.5277777777777778,0.5275443510737629
508,1,0.5416666666666666,0.3125,0.5622222222222222,0.5416666666666666,0.5382871097156811
508,2,0.5277777777777778,0.29166666666666663,0.5370370370370371,0.5277777777777778,0.5275443510737629
509,0,0.7777777777777778,0.6642378315359954,0.7859699536196812,0.7907592256503326,0.7838464084740152
509,1,0.8194444444444444,0.7255936675461742,0.8271604938271605,0.8252419842710225,0.8247028541146189
509,2,0.7777777777777778,0.6597755463673951,0.7934553872053872,0.7811806815890301,0.7860312201010705
